Row	Column	Wks	Value
MONTAJE EN SERRA	MATERIAL MECÁNICO	2025.08	31.88
MONTAJE EN SERRA	MATERIAL MECÁNICO	2025.08	206.5
MONTAJE EN SERRA	MATERIAL MECÁNICO	2025.08	118000
MONTAJE EN SERRA	MATERIAL MECÁNICO	2025.08	4380.65
MONTAJE EN SERRA	MONTAJE MECÁNICO	2025.08	27675.42
MONTAJE EN SERRA	MONTAJE MECÁNICO	2025.08	52296
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2025.08	15650.33
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2025.08	107160.56
MONTAJE EN SERRA	FABRICACIÓN MECÁNICA	2025.08	208.33
MONTAJE EN SERRA	MATERIAL ELÉCTRICO	2025.08	102554.32
MONTAJE EN SERRA	MATERIAL FLUIDOS	2025.08	3744.35
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2025.08	28448.75
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2025.08	499932.8
FABRICACION UTILES/GARRAS	MONTAJE MECÁNICO	2025.08	6083.11
FABRICACION UTILES/GARRAS	METROLOGÍA	2025.08	14253.32
FABRICACION UTILES/GARRAS	MATERIAL MECÁNICO	2025.08	126283.51
FABRICACION UTILES/GARRAS	MATERIAL ELÉCTRICO	2025.08	48.56
FABRICACION UTILES/GARRAS	MATERIAL FLUIDOS	2025.08	809.14
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2025.08	355.6
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2025.08	726.24
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2025.08	9141.79
ENR. UTILES/GARRAS	FABRICACIÓN MECÁNICA	2025.08	6393
ENR. UTILES/GARRAS	FABRICACIÓN MECÁNICA	2025.08	105.8
ENR. UTILES/GARRAS	INSTALACIÓN E.N.R.	2025.08	7313.32
ENR. UTILES/GARRAS	INSTALACIÓN E.N.R.	2025.08	52355
ENR. UTILES/GARRAS	MATERIAL ELÉCTRICO	2025.08	110131.74
ENR. UTILES/GARRAS	MATERIAL FLUIDOS	2025.08	99340
GRANDES COMPRAS	MATERIAL MECÁNICO	2025.08	420612.8
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2025.08	9920.6
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2025.08	3693.28
COSTES EVITABLES	FABRICACIÓN MECÁNICA	2025.08	4246
COSTES EVITABLES	MONTAJE MECÁNICO	2025.08	1895.8
COSTES EVITABLES	MONTAJE MECÁNICO	2025.08	400
COSTES EVITABLES	METROLOGÍA	2025.08	69.1
COSTES EVITABLES	INSTALACIÓN E.N.R.	2025.08	2222.23
COSTES EVITABLES	MATERIAL MECÁNICO	2025.08	157.8
COSTES EVITABLES PROVEEDORES	MONTAJE MECÁNICO	2025.08	1029
COSTES EVITABLES PROVEEDORES	METROLOGÍA	2025.08	78.55
COSTES EVITABLES PROVEEDORES	INSTALACIÓN E.N.R.	2025.08	1020.4
GESTION Y COORDINACION	GESTIÓN DE PROYECTOS	2024.43	44967.72
GESTION Y COORDINACION	GESTIÓN MECÁNICA	2024.43	77745.63
GESTION Y COORDINACION	DISEÑO ELÉCTRICO	2024.43	18927.18
GESTION Y COORDINACION	ROBÓTICA	2024.43	166.2
GESTION Y COORDINACION	MONTAJE MECÁNICO	2024.43	6127.3
GESTION Y COORDINACION	INSTALACIÓN E.N.R.	2024.43	8941.1
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2024.43	4687.36
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2024.43	15000
DISEÑO HARDWARE	DISEÑO NR	2024.43	8835.25
DISEÑO HARDWARE	MATERIAL MECÁNICO	2024.43	20.8
DISEÑO HARDWARE	MATERIAL ELÉCTRICO	2024.43	26.23
DISEÑO SOFTWARE	DISEÑO ELÉCTRICO	2024.43	11586.64
DISEÑO SOFTWARE	ROBÓTICA	2024.43	35247.65
ROBCAD	ROBCAD	2024.43	43607.53
PUESTA EN MARCHA EN SERRA	DISEÑO ELÉCTRICO	2024.43	878.88
PUESTA EN MARCHA EN SERRA	DISEÑO ELÉCTRICO	2024.43	18000
PUESTA EN MARCHA EN SERRA	ROBÓTICA	2024.43	5075.36
PUESTA EN MARCHA EN SERRA	MONTAJE MECÁNICO	2024.43	10461.5
DESMONTAJE	MONTAJE MECÁNICO	2024.43	3960
DESMONTAJE	MONTAJE MECÁNICO	2024.43	6588
DESMONTAJE	INSTALACIÓN E.N.R.	2024.43	1985.44
PUESTA EN MARCHA EN PLANTA	ROBÓTICA	2024.43	425.16
PUESTA EN MARCHA EN PLANTA	INSTALACIÓN E.N.R.	2024.43	437.16
MATERIAL SERRA UNP	MATERIAL MECÁNICO	2024.43	477996
MATERIAL SERRA UNP	MATERIAL MECÁNICO	2024.43	21106.32
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2024.43	190446.05
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2024.43	29023.5
DISEÑO UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.43	25
DISEÑO UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.43	86.78
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2024.43	7120.13
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2024.43	3694.55
RECEPCION UTILES	MATERIAL MECÁNICO	2024.43	2.61
RECEPCION UTILES	MATERIAL MECÁNICO	2024.43	2892.57
RECEPCION UTILES	MONTAJE MECÁNICO	2024.43	12223.9
RECEPCION UTILES	MATERIAL FLUIDOS	2024.43	141.6
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2024.43	7012.29
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2024.43	128.52
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2024.43	3668.49
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2024.43	20693.56
ARMARIOS ELECTRICOS	MATERIAL ELÉCTRICO	2024.43	92353.91
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2024.43	848.98
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2024.43	29546.59
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.43	13150.5
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.43	78300
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.43	280974.05
FABRICACION ELEMENTOS IMPLANTA	MATERIAL ELÉCTRICO	2024.43	32208
FABRICACION ELEMENTOS IMPLANTA	MATERIAL FLUIDOS	2024.43	201.29
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.43	31.88
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.43	206.05
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.43	118000
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.43	2033.68
MONTAJE EN SERRA	MONTAJE MECÁNICO	2024.43	11382.91
MONTAJE EN SERRA	MONTAJE MECÁNICO	2024.43	17820
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2024.43	9238.65
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2024.43	10151.96
MONTAJE EN SERRA	FABRICACIÓN MECÁNICA	2024.43	208.33
MONTAJE EN SERRA	MATERIAL ELÉCTRICO	2024.43	73490.75
MONTAJE EN SERRA	MATERIAL FLUIDOS	2024.43	2623.69
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.43	3220.5
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.43	362753.8
FABRICACION UTILES/GARRAS	MONTAJE MECÁNICO	2024.43	1521.16
FABRICACION UTILES/GARRAS	METROLOGÍA	2024.43	8359.09
FABRICACION UTILES/GARRAS	MATERIAL MECÁNICO	2024.43	120639.8
FABRICACION UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.43	48.56
FABRICACION UTILES/GARRAS	MATERIAL FLUIDOS	2024.43	809.14
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.43	8
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.43	667.84
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.43	8327.04
ENR. UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.43	5459
ENR. UTILES/GARRAS	INSTALACIÓN E.N.R.	2024.43	182.15
ENR. UTILES/GARRAS	INSTALACIÓN E.N.R.	2024.43	52355
ENR. UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.43	107038.32
ENR. UTILES/GARRAS	MATERIAL FLUIDOS	2024.43	94369.86
GRANDES COMPRAS	MATERIAL MECÁNICO	2024.43	411772.8
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2024.43	9920.06
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2024.43	3693.28
COSTES EVITABLES	FABRICACIÓN MECÁNICA	2024.43	2382
COSTES EVITABLES PROVEEDORES	METROLOGÍA	2024.43	78.55
GESTION Y COORDINACION	GESTIÓN DE PROYECTOS	2024.11	29940.96
GESTION Y COORDINACION	GESTIÓN MECÁNICA	2024.11	41744.36
GESTION Y COORDINACION	DISEÑO ELÉCTRICO	2024.11	11969.38
GESTION Y COORDINACION	ROBÓTICA	2024.11	166.2
GESTION Y COORDINACION	MONTAJE MECÁNICO	2024.11	3589.1
GESTION Y COORDINACION	INSTALACIÓN E.N.R.	2024.11	3349.08
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2024.11	15000
DISEÑO HARDWARE	DISEÑO NR	2024.11	4166.2
DISEÑO HARDWARE	MATERIAL MECÁNICO	2024.11	20.8
DISEÑO HARDWARE	MATERIAL ELÉCTRICO	2024.11	26.23
DISEÑO SOFTWARE	DISEÑO ELÉCTRICO	2024.11	11440.16
DISEÑO SOFTWARE	DISEÑO ELÉCTRICO	2024.11	16200
DISEÑO SOFTWARE	ROBÓTICA	2024.11	20650.4
ROBCAD	ROBCAD	2024.11	31437.63
PUESTA EN MARCHA EN SERRA	DISEÑO ELÉCTRICO	2024.11	114750
PUESTA EN MARCHA EN SERRA	ROBÓTICA	2024.11	115850
DESMONTAJE	MONTAJE MECÁNICO	2024.11	19800
DESMONTAJE	MONTAJE MECÁNICO	2024.11	32940
PUESTA EN MARCHA EN PLANTA	DISEÑO ELÉCTRICO	2024.11	140400
PUESTA EN MARCHA EN PLANTA	ROBÓTICA	2024.11	118800
MATERIAL SERRA UNP	MATERIAL MECÁNICO	2024.11	477996
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2024.11	149209.73
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2024.11	25261.5
DISEÑO UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.11	25
DISEÑO UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.11	37.38
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2024.11	4756.35
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2024.11	3694.55
RECEPCION UTILES	MONTAJE MECÁNICO	2024.11	3305.78
RECEPCION UTILES	MATERIAL MECÁNICO	2024.11	264.6
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2024.11	7012.29
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2024.11	100.56
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2024.11	717.66
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2024.11	20693.55
ARMARIOS ELECTRICOS	MATERIAL ELÉCTRICO	2024.11	90090.88
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2024.11	848.98
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2024.11	27605.45
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.11	78300
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.11	258996.05
FABRICACION ELEMENTOS IMPLANTA	MATERIAL ELÉCTRICO	2024.11	32208
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.11	45.34
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.11	118000
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.11	3635.58
MONTAJE EN SERRA	MONTAJE MECÁNICO	2024.11	4231.36
MONTAJE EN SERRA	MONTAJE MECÁNICO	2024.11	89100
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2024.11	358.83
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2024.11	116901.95
MONTAJE EN SERRA	MATERIAL ELÉCTRICO	2024.11	98213.9
MONTAJE EN SERRA	MATERIAL FLUIDOS	2024.11	496.52
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.11	412.5
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.11	352361.8
FABRICACION UTILES/GARRAS	MONTAJE MECÁNICO	2024.11	1246.76
FABRICACION UTILES/GARRAS	METROLOGÍA	2024.11	4457.15
FABRICACION UTILES/GARRAS	MATERIAL MECÁNICO	2024.11	93740.01
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.11	667.84
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.11	8070.74
ENR. UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.11	1903
ENR. UTILES/GARRAS	INSTALACIÓN E.N.R.	2024.11	52355
ENR. UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.11	106038.8
ENR. UTILES/GARRAS	MATERIAL FLUIDOS	2024.11	91826.6
GRANDES COMPRAS	MATERIAL MECÁNICO	2024.11	371816.9
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2024.11	9920.06
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2024.11	3693.28
COSTES EVITABLES PROVEEDORES	METROLOGÍA	2024.11	78.55
GESTION Y COORDINACION	GESTIÓN DE PROYECTOS	2024.48	51890.16
GESTION Y COORDINACION	GESTIÓN MECÁNICA	2024.48	83870.18
GESTION Y COORDINACION	DISEÑO ELÉCTRICO	2024.48	21856.78
GESTION Y COORDINACION	ROBÓTICA	2024.48	166.2
GESTION Y COORDINACION	MONTAJE MECÁNICO	2024.48	6127.3
GESTION Y COORDINACION	INSTALACIÓN E.N.R.	2024.48	12675.18
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2024.48	5932.44
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2024.48	15000
DISEÑO HARDWARE	DISEÑO NR	2024.48	10611.33
DISEÑO HARDWARE	MATERIAL MECÁNICO	2024.48	20.8
DISEÑO HARDWARE	MATERIAL ELÉCTRICO	2024.48	26.23
DISEÑO SOFTWARE	DISEÑO ELÉCTRICO	2024.48	12758.48
DISEÑO SOFTWARE	ROBÓTICA	2024.48	45354.13
ROBCAD	ROBCAD	2024.48	44651.21
PUESTA EN MARCHA EN SERRA	DISEÑO ELÉCTRICO	2024.48	878.88
PUESTA EN MARCHA EN SERRA	DISEÑO ELÉCTRICO	2024.48	18000
PUESTA EN MARCHA EN SERRA	ROBÓTICA	2024.48	5075.36
PUESTA EN MARCHA EN SERRA	MONTAJE MECÁNICO	2024.48	10461.5
DESMONTAJE	MONTAJE MECÁNICO	2024.48	3960
DESMONTAJE	MONTAJE MECÁNICO	2024.48	6588
DESMONTAJE	INSTALACIÓN E.N.R.	2024.48	1985.44
PUESTA EN MARCHA EN PLANTA	ROBÓTICA	2024.48	575.74
PUESTA EN MARCHA EN PLANTA	INSTALACIÓN E.N.R.	2024.48	437.16
PUESTA EN MARCHA EN PLANTA	INSTALACIÓN E.N.R.	2024.48	10394.8
MATERIAL SERRA UNP	MATERIAL MECÁNICO	2024.48	477996
MATERIAL SERRA UNP	MATERIAL MECÁNICO	2024.48	21108.92
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2024.48	196913.58
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2024.48	29023.5
DISEÑO UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.48	25
DISEÑO UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.48	86.78
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2024.48	7120.13
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2024.48	3694.55
RECEPCION UTILES	MATERIAL MECÁNICO	2024.48	277.61
RECEPCION UTILES	MATERIAL MECÁNICO	2024.48	2930.33
RECEPCION UTILES	MONTAJE MECÁNICO	2024.48	13501.58
RECEPCION UTILES	MATERIAL FLUIDOS	2024.48	141.6
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2024.48	7012.29
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2024.48	177.18
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2024.48	4251.37
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2024.48	20693.56
ARMARIOS ELECTRICOS	MATERIAL ELÉCTRICO	2024.48	93258.01
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2024.48	874.96
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2024.48	32583.48
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.48	14320.5
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.48	78300
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.48	305558.05
FABRICACION ELEMENTOS IMPLANTA	MATERIAL ELÉCTRICO	2024.48	36132.57
FABRICACION ELEMENTOS IMPLANTA	MATERIAL FLUIDOS	2024.48	201.29
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.48	31.88
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.48	206.05
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.48	118000
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.48	3981.85
MONTAJE EN SERRA	MONTAJE MECÁNICO	2024.48	20541.01
MONTAJE EN SERRA	MONTAJE MECÁNICO	2024.48	24898
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2024.48	10878
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2024.48	107160.55
MONTAJE EN SERRA	FABRICACIÓN MECÁNICA	2024.48	208.33
MONTAJE EN SERRA	MATERIAL ELÉCTRICO	2024.48	83324.19
MONTAJE EN SERRA	MATERIAL FLUIDOS	2024.48	2623.69
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.48	27246.25
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.48	483691.8
FABRICACION UTILES/GARRAS	MONTAJE MECÁNICO	2024.48	3819.28
FABRICACION UTILES/GARRAS	METROLOGÍA	2024.48	12429.08
FABRICACION UTILES/GARRAS	MATERIAL MECÁNICO	2024.48	123901.96
FABRICACION UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.48	48.56
FABRICACION UTILES/GARRAS	MATERIAL FLUIDOS	2024.48	809.14
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.48	88
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.48	667.84
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.48	8469.46
ENR. UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.48	5799
ENR. UTILES/GARRAS	INSTALACIÓN E.N.R.	2024.48	2431.7
ENR. UTILES/GARRAS	INSTALACIÓN E.N.R.	2024.48	52355
ENR. UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.48	107704.51
ENR. UTILES/GARRAS	MATERIAL FLUIDOS	2024.48	96963.8
GRANDES COMPRAS	MATERIAL MECÁNICO	2024.48	420612.8
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2024.48	9920.06
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2024.48	3693.28
COSTES EVITABLES	FABRICACIÓN MECÁNICA	2024.48	2382
COSTES EVITABLES	MONTAJE MECÁNICO	2024.48	1097.6
COSTES EVITABLES PROVEEDORES	MONTAJE MECÁNICO	2024.48	686
COSTES EVITABLES PROVEEDORES	METROLOGÍA	2024.48	78.55
GESTION Y COORDINACION	GESTIÓN DE PROYECTOS	2024.28	39902.52
GESTION Y COORDINACION	GESTIÓN MECÁNICA	2024.28	64490.23
GESTION Y COORDINACION	DISEÑO ELÉCTRICO	2024.28	18048.3
GESTION Y COORDINACION	ROBÓTICA	2024.28	166.2
GESTION Y COORDINACION	MONTAJE MECÁNICO	2024.28	3932.1
GESTION Y COORDINACION	INSTALACIÓN E.N.R.	2024.28	6955.66
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2024.28	4101.44
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2024.28	15000
DISEÑO HARDWARE	DISEÑO NR	2024.28	7150.73
DISEÑO HARDWARE	MATERIAL MECÁNICO	2024.28	20.8
DISEÑO HARDWARE	MATERIAL ELÉCTRICO	2024.28	26.23
DISEÑO SOFTWARE	DISEÑO ELÉCTRICO	2024.28	11586.64
DISEÑO SOFTWARE	DISEÑO ELÉCTRICO	2024.28	16200
DISEÑO SOFTWARE	ROBÓTICA	2024.28	29995.11
ROBCAD	ROBCAD	2024.28	39576.44
PUESTA EN MARCHA EN SERRA	DISEÑO ELÉCTRICO	2024.28	878.88
PUESTA EN MARCHA EN SERRA	DISEÑO ELÉCTRICO	2024.28	114750
PUESTA EN MARCHA EN SERRA	ROBÓTICA	2024.28	4012.46
PUESTA EN MARCHA EN SERRA	ROBÓTICA	2024.28	115850
PUESTA EN MARCHA EN SERRA	MONTAJE MECÁNICO	2024.28	10873.1
DESMONTAJE	MONTAJE MECÁNICO	2024.28	3960
DESMONTAJE	MONTAJE MECÁNICO	2024.28	6588
PUESTA EN MARCHA EN PLANTA	DISEÑO ELÉCTRICO	2024.28	140400
PUESTA EN MARCHA EN PLANTA	ROBÓTICA	2024.28	425.16
PUESTA EN MARCHA EN PLANTA	ROBÓTICA	2024.28	118800
MATERIAL SERRA UNP	MATERIAL MECÁNICO	2024.28	477996
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2024.28	174564.44
DISEÑO UTILES/GARRAS	DISEÑO MECÁNICO	2024.28	27291
DISEÑO UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.28	25
DISEÑO UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.28	86.78
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2024.28	7120.13
DISEÑO ELEMENTOS IMPLANTACION	DISEÑO MECÁNICO	2024.28	3694.55
RECEPCION UTILES	MONTAJE MECÁNICO	2024.28	12223.9
RECEPCION UTILES	MATERIAL MECÁNICO	2024.28	2892.57
RECEPCION UTILES	MATERIAL FLUIDOS	2024.28	141.6
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2024.28	7012.29
ARMARIOS ELECTRICOS	MATERIAL MECÁNICO	2024.28	100.56
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2024.28	3668.49
ARMARIOS ELECTRICOS	FABRICACIÓN ELÉCTRICA	2024.28	20693.56
ARMARIOS ELECTRICOS	MATERIAL ELÉCTRICO	2024.28	92353.91
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2024.28	848.98
FABRICACION ELEMENTOS IMPLANTA	MATERIAL MECÁNICO	2024.28	29546.59
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.28	12810.5
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.28	78300
FABRICACION ELEMENTOS IMPLANTA	FABRICACIÓN MECÁNICA	2024.28	280974.05
FABRICACION ELEMENTOS IMPLANTA	MATERIAL ELÉCTRICO	2024.28	32208
FABRICACION ELEMENTOS IMPLANTA	MATERIAL FLUIDOS	2024.28	201.29
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.28	31.88
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.28	206.05
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.28	118000
MONTAJE EN SERRA	MATERIAL MECÁNICO	2024.28	1940.48
MONTAJE EN SERRA	MONTAJE MECÁNICO	2024.28	7952.91
MONTAJE EN SERRA	MONTAJE MECÁNICO	2024.28	17820
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2024.28	8728.63
MONTAJE EN SERRA	INSTALACIÓN E.N.R.	2024.28	109451.96
MONTAJE EN SERRA	FABRICACIÓN MECÁNICA	2024.28	208.33
MONTAJE EN SERRA	MATERIAL ELÉCTRICO	2024.28	77417.8
MONTAJE EN SERRA	MATERIAL FLUIDOS	2024.28	2623.69
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.28	2973.5
FABRICACION UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.28	341874.8
FABRICACION UTILES/GARRAS	MONTAJE MECÁNICO	2024.28	1521.16
FABRICACION UTILES/GARRAS	METROLOGÍA	2024.28	6783.61
FABRICACION UTILES/GARRAS	MATERIAL MECÁNICO	2024.28	94403.96
FABRICACION UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.28	48.56
FABRICACION UTILES/GARRAS	MATERIAL FLUIDOS	2024.28	809.14
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.28	667.84
ENR. UTILES/GARRAS	MATERIAL MECÁNICO	2024.28	8179.01
ENR. UTILES/GARRAS	FABRICACIÓN MECÁNICA	2024.28	4613
ENR. UTILES/GARRAS	INSTALACIÓN E.N.R.	2024.28	52355
ENR. UTILES/GARRAS	MATERIAL ELÉCTRICO	2024.28	106647.54
ENR. UTILES/GARRAS	MATERIAL FLUIDOS	2024.28	93889
GRANDES COMPRAS	MATERIAL MECÁNICO	2024.28	317873.9
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2024.28	9920.06
PROGRAMA STD PLC SIEMENS	DISEÑO ELÉCTRICO	2024.28	3693.28
COSTES EVITABLES	FABRICACIÓN MECÁNICA	2024.28	2382
COSTES EVITABLES PROVEEDORES	METROLOGÍA	2024.28	78.55
GESTION Y COORDINACION	GESTIÓN DE PROYECTOS	2024.12	29940.96
GESTION Y COORDINACION	GESTIÓN MECÁNICA	2024.12	41891.84
GESTION Y COORDINACION	DISEÑO ELÉCTRICO	2024.12	11969.38
GESTION Y COORDINACION	ROBÓTICA	2024.12	166.2
GESTION Y COORDINACION	MONTAJE MECÁNICO	2024.12	3589.1
GESTION Y COORDINACION	INSTALACIÓN E.N.R.	2024.12	3640.52
DISEÑO HARDWARE	DISEÑO ELÉCTRICO	2024.12	15000
DISEÑO HARDWARE	DISEÑO NR	2024.12	4166.2
DISEÑO HARDWARE	MATERIAL MECÁNICO	2024.12	20.8
DISEÑO HARDWARE	MATERIAL ELÉCTRICO	2024.12	26.23
DISEÑO SOFTWARE	DISEÑO ELÉCTRICO	2024.12	11440.16
DISEÑO SOFTWARE	DISEÑO ELÉCTRICO	2024.12	16200
DISEÑO SOFTWARE	ROBÓTICA	2024.12	22280.19
ROBCAD	ROBCAD	2024.12	31437.63
PUESTA EN MARCHA EN SERRA	DISEÑO ELÉCTRICO	2024.12	114750
PUESTA EN MARCHA EN SERRA	ROBÓTICA	2024.12	115850
DESMONTAJE	MONTAJE MECÁNICO	2024.12	19800
DESMONTAJE	MONTAJE MECÁNICO	2024.12	32940
PUESTA EN MARCHA EN PLANTA	DISEÑO ELÉCTRICO	2024.12	140400
PUESTA EN MARCHA EN PLANTA	ROBÓTICA	2024.12	118800
MATERIAL SERRA UNP	MATERIAL MECÁNICO	2024.12	477996
